Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
56655126,괴물 황태자의 아내가 되었습니다 [Goemul Hwangtaeja-eui Anaega Doeeossseubnida] (The Little Princess and Her Monster Prince [Novel]),Namu Jang,"Jang, Namu","Ruck, 꿈결나무, 러기","=""""","=""""",5.0,"곁beside, 위즈덤하무스",ebook,,2020,2020,2021/11/14,2021/11/06,manhwa,manhwa (#77),read,Currently on chapter 40 of the manhwa.<br/><br/>The art is adorable. If you're looking for cute kids being cute together. This is the one. <br/><br/>The story is deep and it gets darker (but the manhwa hasn't gotten there yet). It's really a lot of self-love and learning to love that's tearjerking. I love that the past life's memories served an important role in Ancia's closeness to her future husband and father-in-law...<br/><br/>I'll be finishing reading the novel as soon as I get a chance.,,,1,0
53318965,"악당의 엄마가 되어버렸다 1 [Agdang-eui Eommaga Dweeobeoryeossda 1] (I Became the Villain's Mother [Webtoon], Season 1)",NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",0,다온크리메이티브,ebook,,2020,2020,2023/07/21,2021/11/14,manhwa,manhwa (#72),read,,,,1,0
57379651,"악녀를 죽여 줘 1 [Agnyeoreul Jugyeo Jwo 1] (Kill the Villainess [Webtoon], Season 1)",Haegi,"Haegi, Haegi","Your April, 사월생, 해기","=""""","=""9791191363722""",5.0,디앤씨웹툰비즈,ebook,,2021,2023,2021/11/17,2021/11/17,manhwa,manhwa (#71),read,"Season 1 Chapters 1-44 completed!<br/><br/>Eris is so refreshing to see. She migrates into this new world as a Villainess from the novel she read recently. She repeatedly wants to return home as the life she has in this novel is harsh and not at all warm like what her previous life had been like. Though her previous family doted more on her younger brother and she resented her parents for it, it wasn't a bad life. She dearly misses her mom's food and cries about it. She takes action trying to die to return, but the novel passes it off as another subplot in the story and she continues to evade death.<br/><br/>Throughout the entirety of the webtoon. Eris seeks a way out of the world and discovers that there are characters that had not been in the novel's premise that built up to the moment she came into the world. It's most surprising that her maid, Emma actually figured out that Eris was not ""Eris"". Her ticks and habits, way of speaking, and mannerisms all changed... But she still stood by Eris' side. It may have been in hopes of one day having her Lady back, but I choose to see it as Emma knowing that Eris wants the same thing as to disappear like her previous lady. Emma understands and sympathizes that Eris is in a harsh world with no one by her side except for her so she sticks by her loyally. <br/><br/>Anakin is an interesting person. He is most definitely endgame, but only time will tell. I do wish that things will get better for Eris and him eventually.<br/><br/>The female lead Helena is so complacent it annoys me. She gets used and just lets it happen. Her lack of being proactive in the story is why Eris and her are in such a position. I don't think anyone actually loves Helena, nor does she. It's just unfortunate that her inability to make decisions and take action are the reason why, she is being manipulated into a puppet for everyone to use. Her role as a smiling beautiful heroine just makes me sick. She chose to forgive Eris for all she's done? No one needs that forgiveness, in fact spite her! Do something! Helena do something more than let the world walk all over you. <br/><br/>The Empress is pitiful but her reasoning to torture Eris just to spite her father is useless and she should have known. Even Eris knows, her father never realized that his daughter changed until she mentioned it. Eris's father never loved either the original Eris or the current her. If he had, the engagement would have been called off a long time ago, but he allowed the world to kill his daughter. <br/><br/>The Crown princess is s***. He claims that Helena is both of their friends but he doesn't even treat Eris like she is his friend from childhood. He doesn't listen to her explanations. He doesn't give her any face (respect) nor does he ever acknowledge that she isn't the one manipulating his pov of her. That day of the debut he looked to Eris immediately after entering. Piece of S*** was looking to see Eris' reaction, but she gives no f***s about his actions. I hate him the absolute most. <br/><br/>The high priest is going through some trauma for sure. He can't make up his mind, but then also turns his back to Eris as quickly as he comes to a conclusion about her. I don't want to know his further. <br/><br/>Jason. Why do I feel he isn't actually in love with Helena... I don't know just something in my guts telling me he's being misunderstood. But again Anakin best candidate~<br/><br/><br/>Can't wait for season 2... The plot will thicken and it will be a fight against the flow of the story.",,,1,0
30070432,"ヲタクに恋は難しい 2 [Wotaku ni Koi wa Muzukashii 2] (Wotakoi: Love Is Hard for Otaku, #2)",Fujita,"Fujita, Fujita",,"=""475800899X""","=""9784758008990""",4.0,一迅社,Paperback,127,2016,2016,2021/12/02,2021/12/01,manga,manga (#80),read,Volume 2 complete! This is just as cutesy as the first volume! I especially loved the thunder storm episode and the flashbacks to Hirotaka's and Narumi's childhood. They were so adorable and it shows just how close they are to each other. It's very sweet and its so far staying true to the anime adaption as well. ,,,1,0
33622450,"ヲタクに恋は難しい 3 [Wotaku ni Koi wa Muzukashii 3] (Wotakoi: Love Is Hard for Otaku, #3)",Fujita,"Fujita, Fujita",,"=""4758009341""","=""9784758009348""",5.0,一迅社,Paperback,127,2016,2016,2021/12/02,2021/12/01,manga,manga (#79),read,Volume 3 Complete! I think I loved this volume for more than the first 2! The overall plot had been the date between Hirotaka and Narumi the two set from Vol 2. It hadn't been linear but separated into little parts throughout the volume and it made for a far more interesting set up. In between the date episodes we actually have our new pairing introduced!<br/><br/>Nao (Hirotaka's younger by 7 years brother) and Kou (Nao's College friend) are so adorable! Kou's tomboy look is so cute and it's a shame people mistake her for a guy. Poor Nao is also oblivious to the fact that she's actually a girl. <br/><br/>I love the end message that it's okay to take your time in relationships. There's no need to rush things just keep moving at a pace that's comfortable for the both of you in the relationship. It's a sweet ending to the date and I can't wait for more like this in the other volumes out there~,,,1,0
35836189,"ヲタクに恋は難しい 4 [Wotaku ni Koi wa Muzukashii 4] (Wotakoi: Love Is Hard for Otaku, #4)",Fujita,"Fujita, Fujita",,"=""4758009511""","=""9784758009515""",4.0,一迅社,Paperback,127,2017,2017,2021/12/02,2021/12/01,manga,manga (#78),read,"Volume 4 complete! I don't know this season moved by so so quickly. Not saying it was better or worse than the previous ones, this just felt far shorter in comparison to the previous seasons. I enjoyed the episodic formatting but because there was not an overall arc this time around I guess it ended super fast. I still enjoyed all the youth flashbacks and all the cuteness of the secondary ships. I really can't wait for Nao and Kou's ship to sail~",,,1,0
37775498,"ヲタクに恋は難しい 5 [Wotaku ni Koi wa Muzukashii 5] (Wotakoi: Love Is Hard for Otaku, #5)",Fujita,"Fujita, Fujita",,"=""4758009791""","=""9784758009799""",5.0,一迅社,Paperback,127,2018,2018,2021/12/02,2021/12/01,manga,manga (#77),read,Volume 5 completed! The misunderstands of Kou being a girl is resolved! And it doesn't take years to resolve like some other mangas out there! Overall super sweet volume and includes Narumi's dive into cosplaying with Hanako-chan~~ Next up seems to be a company trip with many many conflicting expectations and I can not wait to see how things develop between our ships!,,,1,0
40281637,"ヲタクに恋は難しい 6 [Wotaku ni Koi wa Muzukashii 6] (Wotakoi: Love Is Hard for Otaku, #6)",Fujita,"Fujita, Fujita",,"=""4758009872""","=""9784758009874""",4.0,一迅社,Paperback,127,2018,2018,2021/12/03,2021/12/01,manga,manga (#76),read,Volume 6 complete! I really like the overall arcs being dispersed through out the volume type style this is set up in. I enjoyed the company trip and all the conflicting expectations they all had. Hanako and Kabakura are just so gosh darn cute! Him being drunk and that scene gosh >////< <br/>I may have lost track as to what Hirotaka's wish had been at the shrine but I'm happy he's happy that it was way better than an 8 SSR gacha pull. (Also love how the group is growing more with Kou becoming a member of the Otaku group +Nao and all the non-Otaku coworker group is also growing) The misunderstandings about Narumi and Hirotaka are hilarious as all of them suspect something but its all a miss. XD<br/><br/>I can't wait to see more in the next volume!,,,1,0
41924314,"ヲタクに恋は難しい 7 [Wotaku ni Koi wa Muzukashii 7] (Wotakoi: Love is Hard for Otaku, #7)",Fujita,"Fujita, Fujita",,"=""4758020191""","=""9784758020190""",4.0,一迅社,Paperback,192,2019,2019,2021/12/02,2021/12/01,manga,manga (#75),read,"Volume 7 completed!<br/>I feel like I've been robbed!!! Hanako and Kabakura's arc with the necklace definitely did not have a conclusive end to it!!! Poor Hanako cares for the memories of the necklace and it's significance but Kabakura doesn't really see it that way. He might, but it seemed to have blown out of proportion since Hanako seemed to have been down already from the fact that they both don't fight anymore. Like Kabakura isn't bothered to care about picking a fight with her anymore... The misunderstands is making me feel miserable and Kaba-kun is definitely not prepared to fix this entire situation with how it ended.<br/>HUGE SPOILER CAUSE I DEFINITELY MISSED A CHAPTER:<br/><spoiler>KABAKURA AND HANAKO ARE GETTING MARRIED!!!!! now that's how you fix such a huge fight after such a misunderstanding I thought I was losing it..</spoiler><br/><br/>On a side note, Hirotaka is a sweetheart. Narumi on new years eve's deadline is a scary thing. However, I like to think Hirotaka would go through all that over again if it makes her happy haha.. I need some closure on my second favorite ship!! <br/><br/>Nao and Kou are equally as adorable as before but it looks like they are staying friends for a while longer. Nao's two buddies are adorable! They ship Nao and Kou harder than anyone else and I'm loving their conversations together! <br/><br/>Can't wait for the next season~",,,1,0
49210684,"ヲタクに恋は難しい 8 [Wotaku ni Koi wa Muzukashii 8] (Wotakoi: Love Is Hard for Otaku, #8)",Fujita,"Fujita, Fujita",,"=""4758020582""","=""9784758020589""",5.0,一迅社,Paperback,127,2019,2019,2021/12/03,2021/12/01,manga,manga (#74),read,"Volume 8 completed!!<br/><br/>Spoiler from the last volume <spoiler>Kabakura and Hanako are getting married~! I serious love the two of them and them announcing it to their colleagues is just too funny haha!</spoiler><br/><br/>Alright, now I have to say episode 59 is my all-time favorite milestone for Hirotaka and Narumi's relationship. It's just so cute (I literally started to screech not expecting that at allllll from Hirotaka after Narumi called defeat). These tidbits of romance are just gold and I live for it. I mean come on, he instantly saved the game and ran after her and tripped trying to grab her bag, stopping her from leaving~ I love how honest and straightforward he was in that moment too... I need this in my life gosh, it's too sweet/cute for my heart to take.<br/><br/>Nao and Kou are again too cute. I need more progress in their relationship ASAP!!! Their interactions are becoming so much more natural and it's heartwarming. Even Hirotaka acknowledges the changes (for better) in Nao and that last conversation at cafe was perfection. I cannot wait for that next volume!! So much will happen and I can't wait to read it!",,,1,0
54779158,"ヲタクに恋は難しい 9 [Wotaku ni Koi wa Muzukashii 9] (Wotakoi: Love Is Hard for Otaku, #9)",Fujita,"Fujita, Fujita",,"=""4758021201""","=""9784758021203""",5.0,一迅社,Paperback,127,2020,2020,2021/12/03,2021/12/01,manga,manga (#73),read,"Volume 9 Completed and what a rollercoaster!<br/><br/>God those two for their wedding .... it makes me tear up. I love that they stay true even during the episodes following up to the wedding with the different style choices causing conflicts and understanding. It's just so so wholesome and I'm loving it.<br/><br/>Kabakura-kun and Kabakura-sama are <3 goals.  (I really do wonder how they will refer to Hanako after this volume)<br/><br/>The main ship Hirotaka and Narumi are a whole(some) struggle. Hirotaka's thoughts just keep getting bolder and its making me laugher harder each time. Narumi's understanding and interactions with Hirotaka are also very sweet. I do love their sweet moments a lot though I wish there was more. Again, Hirotaka wants to take this slow at his own pace, and I'm happy as long as he and Narumi are happy~<br/><br/><br/>My two awkward little ones.. Sigh Nao and Kou are struggling to express themselves to each other but soon.. Next Volume~!<br/><br/><br/>",,,1,0
57205603,ヲタクに恋は難しい 10,Fujita,"Fujita, Fujita",,"=""""","=""""",5.0,一迅社,Kindle Edition,127,2021,2021,2021/12/03,2021/12/01,manga,manga (#72),read,"Volume 10 completed!<br/><br/>All ship captains aboard!!! All our ships have set sail~! I'm so happy for our beloved married couple's newlywed lives. I'm so happy for their interactions staying true to their characters and their bickering just keeps getting more hilarious and cute each time haha. <br/><br/>I love the Nifuji brother's bond time. This type of wholesome moments are well worth my time and energy. The two are so different but similar I can't help but smile. <br/><br/>Hirotaka and Narumi are taking it slow but I enjoy they talk more and have a bit more skin ship~ Comforting or teasing the other is just so endearing.  (I can't get over that Nao casually mentions that Hirotaka's always loved Narumi... These sweets will give me diabetes at this rate.)<br/><br/>Now the big one. Nao I'm so proud of you. I'm also so proud of you Kou. The misunderstandings were so so so brutal but well worth the outcome that followed. I need my girl, Kou, to learn self love through Nao's gentle sunshine self. I wish I could jump into the next volume immediately (T-T)<br/><br/>",,,1,0
59410654,ヲタクに恋は難しい 11 [Wotaku ni Koi wa Muzukashii 11],Fujita,"Fujita, Fujita",,"=""475802281X""","=""9784758022811""",5.0,‎一迅社,Paperback,136,2021,2021,2022/04/04,2021/12/01,manga,manga (#71),read,"Last volume!!  <br/><br/>Can I just say, the ships are adorable!! It's been a long time since I've returned to this series since its translation just dropped only recently. Even so, the memorable characters are their loveable personalities really just brightened up my day instantly. <br/><br/>That dentist scene has me cackling. In his (Hirotaka) time of panic, the only thought that he could hold on top strongly was of Narumi. I half expected him to come back in tears in front of Narumi but he tried to be smooth saying it went easily. It was cute.. in contrast to that, the deep dive into what was going through Hirotaka's mind when he asked Narumi out was DEEP. That was such a touching moment. It showed quite clearly he was afraid of crossing a line endangering his friendship with Narumi. But the cost of losing her a friend was as bad as if he could never really grow out of being just a friend to her. I loved how she shows up as a light to him in his darkest times. <br/><br/>Episode 85! Thank you for blessing my eyes. ",,,1,0
31826480,"Wotakoi: Love is Hard for Otaku, Vol. 1",Fujita,"Fujita, Fujita",,"=""1632367041""","=""9781632367044""",5.0,Kodansha Comics,Paperback,274,2018,2018,2021/12/01,2021/12/01,manga,manga (#70),read,"""We're together because I love you... and I like seeing you doing things that make you happy."" -Hirotaka <br/><br/>**There is also an anime floating out there and its 13 episodes are about 20-ish minutes each episode (well worth the watch!!)**<br/><br/>So this first volume takes a dive into childhood friends Hirotaka and Narumi and it's clear they are the main couple. The other couple introduced to us are very supportive of the main couple though I'm not so sure how healthy their own romantic lives are. They all have their unique hobbies and quirks. Each of them are so memorable and fully fleshed out (I'd love to have friends like them, to be honest).<br/><br/>That being said, this will be a rough read for anyone who is not remotely interested in anime/games/mangas and the overall otaku lifestyle. There are so many references to all of those mentioned above that you really do need footnotes here and there sometimes if you didn't catch the references. Overall I really really love how refreshing and relatable this is. I personally can't call myself a hardcore Otaku but I do love anime/games/manga so as a young adult trying to find love in this life I find it nice to see it through a different lens. There are so many animes out there that start romance pursuits from a high school setting so this really is different in the sense that they are all adults working, making money, and drinking legally. It's a different but comfortable atmosphere. ",,,1,0
55445141,Freaking Romance Season 2,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5.0,Webtoon,ebook,,2019,,2021/12/17,2021/12/17,official-translations,official-translations (#3),read,,,,1,0
59026560,Flatmates with benefits,Nikkicha,"Nikkicha, Nikkicha",,"=""""","=""""",4.0,,,,,,2021/12/23,2021/12/23,official-translations,official-translations (#2),read,"All caught up to the current chapter ""Neglected"" (chap 101) <br/>This on webtoons!<br/><br/>Ray goes to surprise her boyfriend Nathan with cookies and catches him cheating. ""It's not what you think... This is my sister!"" somehow that line makes the scene a thousand times worse and hilarious. Ray without missing a heartbeat, throws the plate of cookies at him before storming away. <br/><br/>She promptly gets into a drunk girl talk with her best friend Jade. Jade says that she should just fish for a better catch and that Nathan's not worth those tears. They eventually move onto the pressing topic of Ray needing to move out of Nathan and her place. Not drunk at allllll, she finds a place that's relatively affordable posted up by a person named AshL (Ashley they assume).<br/><br/>It was not an Ashley but a (cute hamster-loving) physical trainer named Ash Lane... The misunderstandings are just starting..<br/><br/>It was a enjoyable read that you could finish in an hour or two. I love the characters but definitely a very slow burn.",,,1,0
55445196,Freaking Romance Season 3,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5.0,LINE Webtoon,,,2020,,2021/12/18,2021/12/17,official-translations,official-translations (#1),read,"I shipped Zelan and Zylith throughout the entire series but I also wanted Verose to find someone who makes them happy and safe. And Aushi broke my heart, that sweet soft boi. I seriously love them all so much. I don't like that freaking repairer. Toyed with my heart too much.. Overall great character growth and though this conclusion isn't something I loved (because of so many loose ends [<spoiler>Like what happened to Zylith's Father and mother now, Poor Verose still alone, but I think she's made peace with just having Zylith alive and well. I need to know what happens to Aushi now.. He again really did love Zylith, though he always knew she would let go of his hand one day. </spoiler>] I loved how far everyone got and understood what they all needed.",,,1,0
51036010,"양판소 주인공의 아내로 살아남기 2 [Yangpansu Juingong'eui Anero Sar'anamgi 2] (This Villainess Wants a Divorce! [Webtoon], Season 2)",Nokki,"Nokki, Nokki",,"=""""","=""""",5.0,연담,ebook,,2019,2019,2021/10/04,2021/12/23,manhwa,manhwa (#65),read,,,,1,0
54475139,"양판소 주인공의 아내로 살아남기 3 [Yangpansu Juingong'eui Anero Sar'anamgi 3] (This Villainess Wants a Divorce! [Webtoon], Season 3)",Nokki,"Nokki, Nokki",,"=""""","=""""",4.0,연담,ebook,,2020,2023,2021/10/04,2021/12/23,manhwa,manhwa (#64),read,,,,1,0
58951045,"양판소 주인공의 아내로 살아남기 4 [Yangpansu Juingong'eui Anero Sar'anamgi 4] (This Villainess Wants a Divorce! [Webtoon], Season 4)",Nokki,"Nokki, Nokki",,"=""""","=""""",4.0,연담,ebook,,2021,2021,2021/10/04,2021/12/23,manhwa,manhwa (#63),read,,,,1,0
51750625,"황자님께 입덕합니다 1 [Hwangja-nimgge Ibdeoghabnida 1] (I Stan the Prince, Season 1)",zoo sun,"sun, zoo",,"=""""","=""""",5.0,MSTORYHUB8125,ebook,,2020,2020,2020/09/17,2021/12/23,manhwa,manhwa (#62),read,"I really love Angela and her personality. She knows her strength isn't in her appearance or anything like that. She has her strength in her beliefs and her writings. Her book is powerful in both propaganda as well as conveying her true inner feelings. It's a sweet story of a fan stanning an unloved prince and having those feelings bloom into love and reciprocated eventually. I have some ideas on where this is heading but I'm not sure if that drastic turn will take place. <spoiler>I'm thinking that ML's sister will actually continue ruling instead of him, because he really has no interest  in politics or war for a matter of fact. It seems that she is a lot more invested and it would be better for her to have it so that MLs can lead a peaceful life together away from it all. </spoiler> Regardless of how it's going, I'm getting so invested into all of the characters like Mano, the Crown Princess and the Crown prince. My heart breaks for all of the misunderstandings happening and all of the underhanded scheming taking place under all of their noses. ",,,1,0
46029443,"Komi Can’t Communicate, Vol. 1",Tomohito Oda,"Oda, Tomohito",,"=""1974712125""","=""9781974712120""",5.0,VIZ Media,Kindle Edition,192,2019,2016,2021/12/28,2021/12/26,manga,manga (#69),read,"There's an anime adaption on Netflix that I highly recommend! It so beautifully shows the pivotal moment of Tadano and Komi meeting and conversing together. <br/>People with social anxiety have trouble communicating with others, but just because they struggle to form that connection it does not mean they don't want to converse with others. Komi suffers from severe social anxiety and it comes off as a cold ice queen vibe to others, except for Tadano. He is exceptionally talented at reading the room to the point Osana Najimi (a side character who people don't really know the gender of) thinks Tadano's a mind reader. It's very cute and its definitely a fun read. This is one of those typical highschool slice-of-life reads that are fun to binge through so I'll be reading the other volumes shortly after this one. <br/>Komi is a sweetheart and so precious. Tadano is surprisingly dense romantically though he seems to be clever and adept in social settings otherwise. I'll be rooting for them <3",,,1,0
43909475,"Komi Can't Communicate, Vol. 3",Tomohito Oda,"Oda, Tomohito",,"=""1974707148""","=""9781974707140""",4.0,VIZ Media LLC,Paperback,180,2019,2017,2021/12/28,2022/01/09,manga,manga (#66),read,The Komi Fam is so cute! Komi's mom is quite adorable (reminds me too well of my own mom who look eternally young as well..). The struggle of younger looking parents is an awkward struggle haha. I love the scenes with her family best especially the shaved ice scene. Though father and daughter do not talk as often with each other they do still communicate well without the language. It's very a sweet moment.<br/><br/>The festival plot was as I had expected and it did not fail my expectations nor exceed them. I still very much enjoyed the new characters introduced again (especially her family). overall a nice new volume to the series.,,,1,0
55458589,남주를 주웠더니 남편이 생겨버렸다 [Namjureul Juweossdeoni Nampyeon-i Saenggyeobeoryeossda] (I Found a Husband When I Picked up the Male Lead [Novel]),Choam,"Choam, Choam",초암,"=""""","=""""",4.0,조아라,Unbound,,2019,2019,2022/01/15,2022/01/14,manhwa,manhwa (#61),read,"4/5 -lost a star only due to the issue of finding it hard to find all the translations in a single place with consistency. I really do believe this deserves the full 5/5 if some of the issues with plot holes are answered (I'm sure they were answered in the official but the translations just don't give it justice)<br/><br/>Main female lead of the current timeline is Werazel (Lizelle) who uses her limited knowledge of the world she's in to change her circumstances. She searches and finds the lost nephew of the Duke of Halos in order to get a reward and payback all her family debt (The family debt was all original Werazel's fault as she was pretty vain and loved luxury, but after coming into the world in Werazel's place our female lead does a complete 180 on her priorities.) The nephew (Rapellion Halos or Lapel or Rapel) is the OG Male lead, but this is another timeline in the story and instead is just really attached to Werazel like a baby duck. <br/><br/><br/>Lizelle cares for Rapel a lot and soon becomes attached to him and begins to find it harder to separate from him. They wouldn't have to separate, but there's someone coming in between them. The Duke Chester Halos cares for his nephew who is the only remaining family member of his deceased brother. Chester's brother was planning on bringing his son and wife to visit the duke after a long time, but their carriage is met with an accident and Rapel is missing. It's later revealed that the carriage accident was in fact planned murder.. and that Rapel is in serious danger bringing the urgency of finding little Rapel priority. <br/><br/>Chester doesn't like Lizelle at first because he suspects she is just a scammer (she's again just known for her vanities and luxuries spending) and is using a random child to gain money as the reward for finding the missing nephew. While that isn't completely wrong, it's not exactly right either. Werazel and the Duke slowly become closer (with the help of a common topic Rapel). When the Duke secretly figures out that the child Lizelle brought was truly Rapel, he regets his rude actions towards Lizelle and slowly starts to open his heart to the both of them. <br/><br/>When Lizelle is informed that Rapel is the true heir of Halos, she is heartbroken to have to leave Rapel and Rapel takes the news worse. Rapel loves Werazel like she's his mother and Duke like his father so having to part with either is traumatic. The Duke then comes up with the brilliant plan to marry Werazel for her to continue staying together with Rapel and him (he's fallen head over heels for her at this point and is completely blinded to love now haha). Werazel agrees under a few conditions and hence starts the story of romance and lurking mystery and murder. <br/><br/><br/>I recommend reading this if anyone hasn't already. It's a bit hard to find all the chapters but definitely one of the cuter books of the year. Rapel is a precious sweetheart that should never endure any more pain in this world. Lizelle deserves the world, she really is so good with children (no wonder Chester fell for her so quickly she really is such a pure soul). Chester has gone through so much losing his family and the meaning of a loving family from a young age... He deserves to have Rapel and Lizelle by his side for a long time. <br/><br/>",,,1,0
59593471,I Became the Wife of the Monstrous Crown Prince,꿈결나무,"꿈결나무, 꿈결나무",,"=""""","=""""",4.0,Kakaopage,ebook,,2020,2020,2022/01/15,2022/01/14,"manhwa, light-novel-translations","manhwa (#60), light-novel-translations (#10)",read,,,,1,0
50144245,The Maid and The Vampire,Yi Dolce,"Dolce, Yi",,"=""""","=""""",3.0,,Webtoon,,,2019,2022/04/21,2022/04/21,manhwa,manhwa (#57),read,"chapters 1-51 main story and 25 side story chapters completed!<br/><br/>Though I do love the plot I don't like how open ended it left most of the plot for us readers. The characters are all charming though as the webtoon states themselves, the main leads are so selfish. Having lasted so long in a relationship was a miracle in itself. Isekai novels and webtoons just leave this bad taste in my mouth after having the character discover themselves in a new environment. I don't like that they are just so willing to drop everything they cherish and readily accept the world as their final home. They don't miss their family for as long as you'd think and barely recall them outside of flashbacks. <br/><br/>Millard's background isn't exactly fleshed out at all but his actions and how he is from the start to the end definitely show his character. The little tidbits we get from him recalling his past and the flashbacks don't do much justice to explain how bad the upbringing must have been for him to make a poison teapot to poison himself hoping to slowly die. <br/><br/>This is a sweet romance, but very selfish and self-obsessed type of love. They love each other if the other loves them. They need each other but sacrifice nothing in exchange. It's not compromising at all to say the least. Though I enjoyed it, I probably will not refer to this webtoon for anything outside the cute moments of them falling for each other. <br/><br/><br/>The side story for Ezra just upset me. <spoiler>Ezra's childhood was somehow even better shaped out than Millard's was. It started off with Ezra being unable to see anything because everyone was too bright and his fear of Millard because he was complete darkness. Ezra grew up in an environment where ever Ezra goes someone will want something from him. With the Duke and Duchess he doesn't have that. They don't want anything from him and he loves the feeling of being welcomed home. I find it absolutely heartbreaking that we don't even know why both Duke and Duchess want him in high priest's seat but that it will surely take him far away from his family. He deserved more than that lack luster ending. We don't even see him in the last side chapter!! >_< I'm sad. </spoiler>",,,1,0
48842376,"I Choose the Emperor Ending, Season 1",NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",4.0,Tappytoon,ebook,,2019,2019,2022/05/01,2022/04/30,manhwa,manhwa (#56),read,"Season 1 chapters 1-54 completed!<br/><br/>The story setup is much more acceptable to me than most other isekai webtoons out there. There's an explained reason why Reno gets into the world she does, but also provides much-needed information about her life before the change. I do love how the characters are explored and given additional background and personality. It felt like the world was shifting and growing the further Reno invested time into it. <br/><br/>The only thing I could say I dislike had to be how misinformed us readers are about the world's endings and plot. The pieces of the plot fall together almost haphazardly to move the plot along. I'm not sure if this is a problem with the translation but it is very choppy moving from one plot point to another.<br/><br/>I also do have a place in my heart for Cain. It breaks me to see how she makes her decision and actually sticks to it. ",,,1,0
60131200,"I Choose the Emperor Ending, Season 2",Jaradog,"Jaradog, Jaradog",,"=""""","=""""",4.0,,ebook,,2022,,2022/05/01,2022/04/30,manhwa,manhwa (#55),read,"Season 2 chapters 55-115 complete!<br/><br/>I feel a bit cheated, but not entirely at the same time. I would suspect from the cover that Reno would grow out her hair a lot more after having revealed her gender. but no... us readers do not get that. The outfit over even placing the crown on Edward doesn't happen either. <br/><br/>I do like all that happens involving the empowerment of women but seriously it really did hurt to see how it took her so long to get to that realization. I noticed pretty much immediately from how a women's status is looked down on in the world that Reno clearly didn't look to having strong females in her story. She obsessed over her issues, internally trying to fit in, at work and in the world. She has caused such hardships on the women of the world she created. The further she delved into the topic it made Edward seem so so much more shallow in perspective. He grew into a full person through the hardships and loss of many women's lives. It's kinda sickening that that was the literal only purpose of having women in this world. To show Edward could be merciful and learning of equality. I'm just glad she acknowledged that issue and took action to remedy it with influencing and putting women in places of power for the finale. It doesn't make me like Edward more though, I still don't see much in his presence in the story now other than being Reno's partner.  <br/><br/>The part that sucked immensely had to be the start of season 2 where Edward's literally unhinged. Cain is more accepting of Reno than Edward but she runs to him without hesitation. In all parts of season 2's starting point, I was convinced Edward was not the one for Reno. He was sheltering her and keeping her silenced, essentially like all the other females of the world suppressed by males. Cain starts off strong helping and supporting however he could, but there's only so much you can do when the one you pine after looks at another.<br/><br/><br/>Cain. I hate that you had to be a second lead. He had more character growth and redemption arc than Edward ever did... You truly deserved better. <spoiler>Cain realized that the way to protect Reno was by getting her closer to the enemy. He risked everything. His love for her and his bestfriend's trust to do it too. He infiltrated the empire and destroyed all the weapons of mass destruction bringing the war to an end. It did help that all the women lead/paved the way for all the knights and supporting aristocrats to attack, but the final blow when Baron knew it was over was after the bombs destroyed the palace. Cain really did do this for her safety in spite of knowing her affection won't be reciprocated. I wish that this was just communicated. So much miscommunication could have been avoided and a much happier end for Cain and other supporting characters could have been achieved. Sigh.</spoiler>",,,1,0
59226428,The Emperor's Mask,screw pop pop,"pop, screw pop",,"=""""","=""""",3.0,,,,,2021,2022/12/15,2022/05/13,manhwa,manhwa (#54),read,"Read up to episode 58 and my thoughts on it currently are as follows:<br/><br/>The art is quite simplistic and beautiful. It's nothing spectacular, but it is enough to tell the plot and story. <br/><br/>The characters are all a bit flat. The backstories are not touched on and how Lucia (Main Female Lead) acts to being resurrected into a body different from her original in a world where she knows nothing is odd. She literally never thinks about her past until it's discussed (<spoiler>by the protagonist of the story no less... He uses the fact that her body is severed from her origin as leverage against her in order to meet his ends but yeah.. </spoiler>. Literally family means nothing to her as she really doesn't remember or reminisce about them until it comes up as a plot point. <br/>The Main Male Lead convinces the empire that he is just the right-hand man of the unknown/masked emperor and rules without anyone raising flags as soon as the story starts. It's just plot armor at this point to not use brain cells to add two and two together when the entire imperial family looks like him save for just his hair color's sheen.<br/><br/>I continued to read just to see if there would be some spectacular turn of events but by the second poisonings, I realized the culprit(s) without much to go on. Not much of a surprise at all but it is a simple read without too much heartbreaking drama. <br/><br/>Read this if you do like some isekai but don't put too much expectations on it. It has a pretty straightforward plot and the plot armor is strong on this one.<br/><br/>—<br/>12/15/2022<br/>Completed! I left this manga unread for quite a while (7 whole months)! I’m glad I remembered to come back and finish it off. It was short and sweet(yes it was dark time to time) but regardless very enjoyable. I’m glad how it was resolved and the small twist in the end that helped tie it all together.<br/><br/>Gosh the ending with those two had me chuckling a little. I do hope he just lost “it” and not what he’s assuming the worst of. ",,,1,0
